TradingTime,TradeVolume,TradeValue,SecurityID,OrderNo,OfferNo,TradeNo,ChannelCode,SBMark,SerialNo,SendingTime,TradePrice
2023-03-21 09:25:00,12453,21605955.0,600519.0,196938.0,218660.0,13354.0,6.0,N,106305.0,20230321092500.0,1735.0
2023-03-21 09:30:00,1200,2082880.0,600519.0,196938.0,229421.0,29724.0,6.0,S,264545.0,20230321093000.0,1735.7333333333333
2023-03-21 09:30:01,200,347180.0,600519.0,233412.0,241912.0,33625.0,6.0,S,279939.0,20230321093000.0,1735.9
2023-03-21 09:30:02,900,1561840.0,600519.0,247139.0,254287.0,37306.0,6.0,S,294663.0,20230321093003.0,1735.3777777777777
2023-03-21 09:30:03,500,867569.0,600519.0,266264.0,260968.0,41004.0,6.0,B,309249.0,20230321093003.0,1735.138
2023-03-21 09:30:04,800,1388246.0,600519.0,207338.0,276689.0,44074.0,6.0,S,321609.0,20230321093003.0,1735.3075
2023-03-21 09:30:05,2300,3991647.0,600519.0,207338.0,292100.0,49525.0,6.0,S,340628.0,20230321093006.0,1735.4986956521739
2023-03-21 09:30:06,500,867960.0,600519.0,300078.0,287920.0,52292.0,6.0,B,350411.0,20230321093006.0,1735.92
2023-03-21 09:30:07,900,1562308.0,600519.0,307226.0,310667.0,55870.0,6.0,S,363302.0,20230321093006.0,1735.8977777777777
2023-03-21 09:30:08,1100,1909469.0,600519.0,322527.0,329879.0,62558.0,6.0,S,387464.0,20230321093009.0,1735.8809090909092
2023-03-21 09:30:09,2100,3645154.0,600519.0,319970.0,338563.0,65707.0,6.0,S,398482.0,20230321093009.0,1735.787619047619
2023-03-21 09:30:10,1700,2949660.0,600519.0,270720.0,352873.0,70931.0,6.0,S,417117.0,20230321093012.0,1735.0941176470587
2023-03-21 09:30:11,1347,2337142.39,600519.0,364299.0,361872.0,75562.0,6.0,B,432545.0,20230321093015.0,1735.072301410542
2023-03-21 09:30:12,600,1040990.0,600519.0,374181.0,367302.0,79538.0,6.0,B,445917.0,20230321093015.0,1734.9833333333333
2023-03-21 09:30:13,1100,1907663.0,600519.0,383002.0,376312.0,84184.0,6.0,B,459003.0,20230321093015.0,1734.239090909091
2023-03-21 09:30:14,1200,2081057.0,600519.0,389505.0,382592.0,87025.0,6.0,B,468364.0,20230321093018.0,1734.2141666666666
2023-03-21 09:30:15,700,1213230.0,600519.0,394493.0,390332.0,89640.0,6.0,B,476156.0,20230321093018.0,1733.1857142857143
2023-03-21 09:30:16,2500,4330997.0,600519.0,147780.0,398197.0,91561.0,6.0,S,482407.0,20230321093018.0,1732.3988
2023-03-21 09:30:17,2100,3638750.0,600519.0,402086.0,395118.0,93722.0,6.0,B,488817.0,20230321093018.0,1732.7380952380952
2023-03-21 09:30:18,700,1212780.0,600519.0,185111.0,405331.0,95422.0,6.0,S,493917.0,20230321093021.0,1732.5428571428572
2023-03-21 09:30:19,300,519485.0,600519.0,213922.0,407753.0,96842.0,6.0,S,497786.0,20230321093021.0,1731.6166666666666
2023-03-21 09:30:20,2400,4156470.0,600519.0,361800.0,410803.0,98647.0,6.0,S,502909.0,20230321093021.0,1731.8625
2023-03-21 09:30:21,600,1038020.0,600519.0,212351.0,414743.0,101382.0,6.0,S,509421.0,20230321093021.0,1730.0333333333333
2023-03-21 09:30:22,2900,5022222.0,600519.0,70070.0,417260.0,103222.0,6.0,S,513675.0,20230321093021.0,1731.8006896551724
2023-03-21 09:30:23,100,172960.0,600519.0,110920.0,417761.0,103474.0,6.0,S,514422.0,20230321093021.0,1729.6
2023-03-21 09:30:24,1300,2248900.0,600519.0,423612.0,423594.0,107136.0,6.0,B,523584.0,20230321093024.0,1729.923076923077
2023-03-21 09:30:25,500,864793.0,600519.0,424168.0,426604.0,108900.0,6.0,S,528161.0,20230321093024.0,1729.586
2023-03-21 09:30:26,400,691830.0,600519.0,429041.0,429234.0,110538.0,6.0,S,532472.0,20230321093024.0,1729.575
2023-03-21 09:30:27,200,345905.0,600519.0,428944.0,432833.0,112703.0,6.0,S,538068.0,20230321093027.0,1729.525
2023-03-21 09:30:28,1800,3113275.0,600519.0,434207.0,434646.0,113799.0,6.0,S,540884.0,20230321093027.0,1729.5972222222222
2023-03-21 09:30:29,500,864837.0,600519.0,433865.0,438111.0,116116.0,6.0,S,546600.0,20230321093027.0,1729.674
2023-03-21 09:30:30,400,691915.0,600519.0,441689.0,425719.0,118469.0,6.0,B,552534.0,20230321093030.0,1729.7875
2023-03-21 09:30:31,200,345906.0,600519.0,442056.0,442057.0,118806.0,6.0,S,553182.0,20230321093030.0,1729.53
2023-03-21 09:30:32,200,345768.0,600519.0,370491.0,445508.0,120949.0,6.0,S,558634.0,20230321093030.0,1728.84
2023-03-21 09:30:33,200,345883.0,600519.0,450889.0,449575.0,124424.0,6.0,B,567258.0,20230321093030.0,1729.415
2023-03-21 09:30:34,1300,2247471.0,600519.0,454535.0,454048.0,126675.0,6.0,B,573091.0,20230321093033.0,1728.8238461538463
2023-03-21 09:30:35,600,1037436.0,600519.0,455205.0,457054.0,128523.0,6.0,S,577246.0,20230321093033.0,1729.06
2023-03-21 09:30:36,600,1036892.0,600519.0,461288.0,457054.0,131401.0,6.0,B,584357.0,20230321093036.0,1728.1533333333334
2023-03-21 09:30:37,500,864073.0,600519.0,148490.0,462805.0,132372.0,6.0,S,586740.0,20230321093036.0,1728.146
2023-03-21 09:30:38,300,518421.0,600519.0,466196.0,466203.0,134651.0,6.0,S,592264.0,20230321093036.0,1728.07
2023-03-21 09:30:39,500,863955.0,600519.0,300118.0,470131.0,137207.0,6.0,S,598483.0,20230321093039.0,1727.91
2023-03-21 09:30:40,100,172616.0,600519.0,470852.0,471967.0,138492.0,6.0,S,601346.0,20230321093039.0,1726.16
2023-03-21 09:30:42,700,1209788.0,600519.0,477360.0,478943.0,143266.0,6.0,S,612456.0,20230321093042.0,1728.2685714285715
2023-03-21 09:30:43,300,518550.0,600519.0,477360.0,479145.0,143425.0,6.0,S,612792.0,20230321093042.0,1728.5
2023-03-21 09:30:44,400,691400.0,600519.0,477360.0,483708.0,146483.0,6.0,S,619943.0,20230321093042.0,1728.5
2023-03-21 09:30:45,800,1381909.0,600519.0,487109.0,425719.0,148478.0,6.0,B,625211.0,20230321093045.0,1727.38625
2023-03-21 09:30:46,100,172999.0,600519.0,487589.0,487184.0,148750.0,6.0,B,625939.0,20230321093045.0,1729.99
2023-03-21 09:30:48,1300,2247018.0,600519.0,494662.0,488865.0,152807.0,6.0,B,636748.0,20230321093048.0,1728.4753846153847
2023-03-21 09:30:49,400,691403.0,600519.0,494887.0,496794.0,154188.0,6.0,S,640254.0,20230321093048.0,1728.5075
2023-03-21 09:30:50,1500,2597275.0,600519.0,497791.0,498214.0,155028.0,6.0,S,642475.0,20230321093048.0,1731.5166666666667
2023-03-21 09:30:52,400,692000.0,600519.0,501044.0,503619.0,158279.0,6.0,S,650971.0,20230321093051.0,1730.0
2023-03-21 09:30:54,900,1557000.0,600519.0,501044.0,508191.0,160817.0,6.0,S,657913.0,20230321093051.0,1730.0
2023-03-21 09:30:55,600,1038000.0,600519.0,501044.0,508848.0,161199.0,6.0,S,658965.0,20230321093054.0,1730.0
2023-03-21 09:30:57,100,173000.0,600519.0,501044.0,514128.0,164368.0,6.0,S,667371.0,20230321093054.0,1730.0
2023-03-21 09:30:59,200,346000.0,600519.0,509623.0,519287.0,167367.0,6.0,S,675096.0,20230321093057.0,1730.0
2023-03-21 09:31:00,400,692000.0,600519.0,515983.0,522739.0,169333.0,6.0,S,680290.0,20230321093100.0,1730.0
2023-03-21 09:31:01,100,173000.0,600519.0,517337.0,524470.0,170378.0,6.0,S,682833.0,20230321093100.0,1730.0
2023-03-21 09:31:03,100,173000.0,600519.0,529989.0,524470.0,173445.0,6.0,B,691201.0,20230321093100.0,1730.0
2023-03-21 09:31:04,400,691553.0,600519.0,529876.0,532965.0,175293.0,6.0,S,695822.0,20230321093103.0,1728.8825
2023-03-21 09:31:05,400,691524.0,600519.0,502760.0,535624.0,176893.0,6.0,S,700023.0,20230321093103.0,1728.81
2023-03-21 09:31:06,800,1383193.0,600519.0,538672.0,533363.0,178968.0,6.0,B,705094.0,20230321093106.0,1728.99125
2023-03-21 09:31:07,100,173000.0,600519.0,539387.0,533363.0,179403.0,6.0,B,706163.0,20230321093106.0,1730.0
2023-03-21 09:31:08,200,346000.0,600519.0,543950.0,538790.0,182245.0,6.0,B,713382.0,20230321093106.0,1730.0
2023-03-21 09:31:09,300,519000.0,600519.0,545316.0,545291.0,183017.0,6.0,B,715476.0,20230321093106.0,1730.0
2023-03-21 09:31:10,200,345999.0,600519.0,548430.0,545291.0,184913.0,6.0,B,720213.0,20230321093109.0,1729.995
2023-03-21 09:31:11,100,173000.0,600519.0,550148.0,545298.0,185977.0,6.0,B,722841.0,20230321093109.0,1730.0
2023-03-21 09:31:13,100,173000.0,600519.0,555643.0,552074.0,189398.0,6.0,B,731265.0,20230321093112.0,1730.0
