TradingTime,TradeVolume,TradeValue,SecurityID,OrderNo,OfferNo,TradeNo,ChannelCode,SBMark,SerialNo,SendingTime,TradePrice
2023-03-22 09:25:00,17703,31511340.0,600519.0,217350.0,236599.0,12087.0,6.0,N,93080.0,20230322092500.0,1780.0
2023-03-22 09:30:00,7900,14080910.0,600519.0,225380.0,246188.0,32301.0,6.0,S,284260.0,20230322093000.0,1782.393670886076
2023-03-22 09:30:01,997,1774752.53,600519.0,258268.0,256801.0,36019.0,6.0,B,298943.0,20230322093000.0,1780.092808425276
2023-03-22 09:30:02,500,890000.0,600519.0,270889.0,263528.0,40232.0,6.0,B,314461.0,20230322093003.0,1780.0
2023-03-22 09:30:03,600,1068000.0,600519.0,283187.0,274051.0,44079.0,6.0,B,329416.0,20230322093003.0,1780.0
2023-03-22 09:30:04,1800,3204592.0,600519.0,188391.0,296554.0,48048.0,6.0,S,345153.0,20230322093006.0,1780.328888888889
2023-03-22 09:30:05,700,1246683.27,600519.0,307172.0,298190.0,51378.0,6.0,B,358014.0,20230322093006.0,1780.9761
2023-03-22 09:30:06,1400,2489787.0,600519.0,323114.0,309557.0,56679.0,6.0,B,377324.0,20230322093006.0,1778.4192857142857
2023-03-22 09:30:07,1000,1780113.0,600519.0,330832.0,332936.0,59961.0,6.0,S,389304.0,20230322093009.0,1780.113
2023-03-22 09:30:08,1100,1959104.7,600519.0,345680.0,253729.0,64292.0,6.0,B,404721.0,20230322093009.0,1781.0042727272728
2023-03-22 09:30:09,1603,2855343.0,600519.0,351258.0,356248.0,67786.0,6.0,S,417499.0,20230322093012.0,1781.2495321272613
2023-03-22 09:30:11,600,1069623.0,600519.0,362694.0,379193.0,75936.0,6.0,S,445986.0,20230322093015.0,1782.705
2023-03-22 09:30:12,1400,2493675.0,600519.0,382664.0,392531.0,81048.0,6.0,S,463275.0,20230322093015.0,1781.1964285714287
2023-03-22 09:30:13,703,1252620.94,600519.0,404465.0,306042.0,86210.0,6.0,B,478979.0,20230322093018.0,1781.8221052631577
2023-03-22 09:30:14,1300,2317800.0,600519.0,404269.0,415001.0,90601.0,6.0,S,493336.0,20230322093018.0,1782.923076923077
2023-03-22 09:30:15,800,1426395.0,600519.0,408163.0,423657.0,94840.0,6.0,S,506102.0,20230322093018.0,1782.99375
2023-03-22 09:30:16,300,534864.0,600519.0,408240.0,426554.0,96586.0,6.0,S,510866.0,20230322093018.0,1782.88
2023-03-22 09:30:17,1100,1961694.0,600519.0,428672.0,429217.0,98179.0,6.0,S,515205.0,20230322093021.0,1783.3581818181817
2023-03-22 09:30:18,2200,3922652.0,600519.0,433148.0,431107.0,100422.0,6.0,B,521262.0,20230322093021.0,1783.0236363636363
2023-03-22 09:30:19,700,1248083.0,600519.0,433233.0,435777.0,102049.0,6.0,S,525495.0,20230322093021.0,1782.9757142857143
2023-03-22 09:30:20,300,534966.0,600519.0,436442.0,438349.0,103736.0,6.0,S,529682.0,20230322093021.0,1783.22
2023-03-22 09:30:21,800,1426410.0,600519.0,441119.0,441587.0,105833.0,6.0,S,534804.0,20230322093021.0,1783.0125
2023-03-22 09:30:22,1000,1783290.0,600519.0,444341.0,424296.0,107705.0,6.0,B,539205.0,20230322093024.0,1783.29
2023-03-22 09:30:23,300,534889.0,600519.0,447057.0,446594.0,109671.0,6.0,B,543506.0,20230322093024.0,1782.9633333333334
2023-03-22 09:30:24,1000,1783954.0,600519.0,450114.0,325339.0,111750.0,6.0,B,548384.0,20230322093024.0,1783.954
2023-03-22 09:30:25,810,1445018.6,600519.0,452568.0,452710.0,113352.0,6.0,S,552511.0,20230322093024.0,1783.9735802469138
2023-03-22 09:30:26,3000,5351753.3,600519.0,455696.0,420868.0,115390.0,6.0,B,557260.0,20230322093024.0,1783.9177666666667
2023-03-22 09:30:27,600,1070800.0,600519.0,458605.0,419735.0,117617.0,6.0,B,562194.0,20230322093027.0,1784.6666666666667
2023-03-22 09:30:28,400,713676.0,600519.0,460845.0,419735.0,119050.0,6.0,B,565680.0,20230322093027.0,1784.19
2023-03-22 09:30:29,200,356878.0,600519.0,463984.0,424297.0,121215.0,6.0,B,570694.0,20230322093027.0,1784.39
2023-03-22 09:30:30,400,713838.0,600519.0,467251.0,460380.0,123086.0,6.0,B,575675.0,20230322093030.0,1784.595
2023-03-22 09:30:31,300,535273.0,600519.0,456154.0,468662.0,124091.0,6.0,S,577976.0,20230322093030.0,1784.2433333333333
2023-03-22 09:30:33,600,1070560.0,600519.0,475887.0,467820.0,129016.0,6.0,B,589867.0,20230322093033.0,1784.2666666666667
2023-03-22 09:30:34,200,356998.0,600519.0,477568.0,479157.0,131235.0,6.0,S,595391.0,20230322093033.0,1784.99
2023-03-22 09:30:35,988,1762917.0,600519.0,469083.0,481953.0,133146.0,6.0,S,599834.0,20230322093033.0,1784.328947368421
2023-03-22 09:30:36,4899,8744145.120000001,600519.0,484971.0,160449.0,135038.0,6.0,B,604687.0,20230322093036.0,1784.8836742192286
2023-03-22 09:30:37,3100,5535748.0,600519.0,486508.0,476313.0,136195.0,6.0,B,607246.0,20230322093036.0,1785.7251612903226
2023-03-22 09:30:38,300,535716.0,600519.0,487135.0,490005.0,138572.0,6.0,S,612855.0,20230322093036.0,1785.72
2023-03-22 09:30:39,3100,5535900.0,600519.0,492675.0,490391.0,140402.0,6.0,B,617067.0,20230322093039.0,1785.774193548387
