SecurityID,TradingTime,TradePrice,TradeVolume,TradeValue,OrderNo,OfferNo,TradeNo,ChannelCode,SBMark,SerialNo,SendingTime
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,30271,71739,11921,6,N,92914,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,30271,90568,11922,6,N,92915,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,30271,146979,11923,6,N,92916,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,200,356000.0,30271,164076,11924,6,N,92917,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,300,534000.0,178599,164076,11925,6,N,92918,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,178599,164077,11926,6,N,92919,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,179351,164077,11927,6,N,92920,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,188600,164077,11928,6,N,92921,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,189395,164077,11929,6,N,92922,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,209525,164077,11930,6,N,92923,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,211025,169601,11931,6,N,92924,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,217503,169602,11932,6,N,92925,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,218308,176549,11933,6,N,92926,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,221765,176728,11934,6,N,92927,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,221776,176891,11935,6,N,92928,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,222682,177724,11936,6,N,92929,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,226842,177726,11937,6,N,92930,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,229044,178992,11938,6,N,92931,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,229044,178996,11939,6,N,92932,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,232664,179357,11940,6,N,92933,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,232664,179358,11941,6,N,92934,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,234576,185873,11942,6,N,92935,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,236367,185874,11943,6,N,92936,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,236367,188468,11944,6,N,92937,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,238850,188470,11945,6,N,92938,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,114481,188924,11946,6,N,92939,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,146234,188927,11947,6,N,92940,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,146234,193513,11948,6,N,92941,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,146529,193514,11949,6,N,92942,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,300,534000.0,148440,197295,11950,6,N,92943,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,164084,197295,11951,6,N,92944,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,164084,209532,11952,6,N,92945,20230322092500
600519,2023-03-22 09:25:00.380,1780.0,100,178000.0,164084,209535,11953,6,N,92946,20230322092500
