SecurityID,timestamp,bid1_price,ask1_price,midprice,spread
600519,2023-03-22 09:15:00,1750.13,,,
600519,2023-03-22 09:15:00.030000,1750.13,1810.0,1780.065,59.86999999999989
600519,2023-03-22 09:15:00.030000,1750.13,1788.5,1769.315,38.36999999999989
600519,2023-03-22 09:15:00.200000,1750.13,1788.5,1769.315,38.36999999999989
600519,2023-03-22 09:15:00.200000,1750.13,1788.5,1769.315,38.36999999999989
600519,2023-03-22 09:15:00.200000,1750.33,1788.5,1769.415,38.17000000000007
600519,2023-03-22 09:15:00.200000,1750.33,1788.5,1769.415,38.17000000000007
600519,2023-03-22 09:15:00.200000,1750.33,1788.5,1769.415,38.17000000000007
600519,2023-03-22 09:15:00.200000,1750.33,1788.5,1769.415,38.17000000000007
600519,2023-03-22 09:15:00.200000,1750.33,1788.5,1769.415,38.17000000000007
600519,2023-03-22 09:15:00.200000,1750.33,1788.5,1769.415,38.17000000000007
600519,2023-03-22 09:15:00.200000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.200000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.200000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.280000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.280000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.280000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.280000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.280000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.320000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.320000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.440000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.440000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.440000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.460000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.460000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.460000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.510000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.510000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.510000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.580000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.580000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.610000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.660000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.660000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.660000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.660000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.660000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.660000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.660000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.660000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.660000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.660000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.660000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.930000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:00.930000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:01.190000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:01.220000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:01.220000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:01.220000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:01.220000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:01.350000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:01.380000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:01.380000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:01.380000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:01.380000,1771.5,1788.5,1780.0,17.0
600519,2023-03-22 09:15:01.380000,1771.5,1788.0,1779.75,16.5
