timestamp,limit_buy_n,limit_buy_volume,market_buy_n,market_buy_volume,withdraw_buy_n,withdraw_buy_volume,limit_sell_n,limit_sell_volume,market_sell_n,market_sell_volume,withdraw_sell_n,withdraw_sell_volume
2023-03-20 09:15:06.470000,0,0,0,0,0,0,0,0,0,0,1,100
2023-03-20 09:15:06.790000,0,0,0,0,0,0,0,0,0,0,1,2800
2023-03-20 09:15:06.990000,0,0,0,0,0,0,0,0,0,0,1,100
2023-03-20 09:15:07.210000,0,0,0,0,1,100,0,0,0,0,0,0
2023-03-20 09:15:07.340000,0,0,0,0,0,0,0,0,0,0,1,100
2023-03-20 09:15:08.560000,0,0,0,0,0,0,0,0,0,0,1,100
2023-03-20 09:15:08.710000,0,0,0,0,0,0,0,0,0,0,1,100
2023-03-20 09:15:11.080000,0,0,0,0,1,100,0,0,0,0,0,0
2023-03-20 09:15:51.980000,0,0,0,0,1,400,0,0,0,0,0,0
2023-03-20 09:15:54.330000,0,0,0,0,1,100,0,0,0,0,0,0
2023-03-20 09:16:07.720000,0,0,0,0,1,100,0,0,0,0,0,0
2023-03-20 09:16:32.000000,0,0,0,0,1,100,0,0,0,0,0,0
2023-03-20 09:16:33.570000,0,0,0,0,0,0,0,0,0,0,1,700
2023-03-20 09:16:47.870000,0,0,0,0,0,0,0,0,0,0,1,49577
2023-03-20 09:16:48.070000,0,0,0,0,1,100,0,0,0,0,0,0
2023-03-20 09:16:53.000000,0,0,0,0,1,3000,0,0,0,0,0,0
2023-03-20 09:16:57.320000,0,0,0,0,1,1400,0,0,0,0,0,0
2023-03-20 09:17:00.360000,0,0,0,0,1,600,0,0,0,0,0,0
2023-03-20 09:17:06.400000,0,0,0,0,1,400,0,0,0,0,0,0
2023-03-20 09:17:08.970000,0,0,0,0,0,0,0,0,0,0,1,100
2023-03-20 09:17:09.280000,0,0,0,0,0,0,0,0,0,0,1,100
2023-03-20 09:17:27.960000,0,0,0,0,1,200,0,0,0,0,0,0
2023-03-20 09:17:55.750000,0,0,0,0,1,100,0,0,0,0,0,0
2023-03-20 09:18:08.040000,0,0,0,0,0,0,0,0,0,0,1,300
2023-03-20 09:18:18.620000,0,0,0,0,0,0,0,0,0,0,1,100
2023-03-20 09:18:28.570000,0,0,0,0,0,0,0,0,0,0,1,300
2023-03-20 09:18:29.810000,0,0,0,0,0,0,0,0,0,0,1,100
2023-03-20 09:18:33.860000,0,0,0,0,0,0,0,0,0,0,1,100
2023-03-20 09:18:34.130000,0,0,0,0,0,0,0,0,0,0,1,100
2023-03-20 09:18:39.990000,0,0,0,0,1,700,0,0,0,0,0,0
2023-03-20 09:18:41.050000,0,0,0,0,1,900,0,0,0,0,0,0
2023-03-20 09:18:42.390000,0,0,0,0,1,200,0,0,0,0,0,0
2023-03-20 09:18:43.990000,0,0,0,0,1,100,0,0,0,0,0,0
2023-03-20 09:18:44.020000,0,0,0,0,1,600,0,0,0,0,0,0
2023-03-20 09:18:46.910000,0,0,0,0,1,200,0,0,0,0,0,0
2023-03-20 09:18:47.010000,0,0,0,0,0,0,0,0,0,0,2,200
2023-03-20 09:18:47.020000,0,0,0,0,1,500,0,0,0,0,0,0
2023-03-20 09:18:48.340000,0,0,0,0,1,200,0,0,0,0,0,0
2023-03-20 09:18:50.020000,0,0,0,0,1,400,0,0,0,0,0,0
2023-03-20 09:18:50.130000,0,0,0,0,0,0,0,0,0,0,1,100
2023-03-20 09:19:00.020000,0,0,0,0,0,0,0,0,0,0,1,100
2023-03-20 09:19:03.200000,0,0,0,0,0,0,0,0,0,0,1,300
2023-03-20 09:19:03.830000,0,0,0,0,0,0,0,0,0,0,1,100
2023-03-20 09:19:11.500000,0,0,0,0,0,0,0,0,0,0,1,100
2023-03-20 09:19:16.570000,0,0,0,0,1,100,0,0,0,0,0,0
2023-03-20 09:19:22.420000,0,0,0,0,1,900,0,0,0,0,0,0
2023-03-20 09:19:23.350000,0,0,0,0,0,0,0,0,0,0,1,300
2023-03-20 09:19:23.390000,0,0,0,0,0,0,0,0,0,0,1,300
2023-03-20 09:19:48.080000,0,0,0,0,1,100,0,0,0,0,0,0
