SecurityID,TradingTime,CommissionOrderNo,CommissionPx,COmmissionAmount,TradeMark,OrderCategory,CommissionNo,ChannelNo,SerialNo
600519,20230320091500610,7043,1680.0,100,B,A,91277,6,105983
600519,20230320091500720,7990,1760.63,100,S,A,91278,6,105984
600519,20230320091500720,8104,1736.66,100,B,A,91279,6,105985
600519,20230320091500780,8132,1916.19,200,S,A,91280,6,105986
600519,20230320091500780,8449,1788.88,100,S,A,91281,6,105987
600519,20230320091500920,8848,1760.0,100,S,A,91282,6,105988
600519,20230320091500940,8923,1848.0,100,S,A,91283,6,105989
600519,20230320091500980,9297,1849.99,100,S,A,91284,6,105990
600519,20230320091500980,9353,1785.0,1100,S,A,91285,6,105991
600519,20230320091501010,9621,1708.8,100,B,A,91286,6,105992
600519,20230320091501010,9623,1718.8,100,B,A,91287,6,105993
600519,20230320091501010,9624,1778.8,100,S,A,91288,6,105994
600519,20230320091501010,9767,1907.0,100,S,A,91289,6,105995
600519,20230320091501010,9820,1813.0,2800,S,A,91290,6,105996
600519,20230320091501010,9823,1835.0,100,S,A,91291,6,105997
600519,20230320091501100,10426,1702.0,100,B,A,91292,6,105998
600519,20230320091501100,10586,1780.0,100,S,A,91293,6,105999
600519,20230320091501130,10922,1808.0,100,S,A,91294,6,106000
600519,20230320091501160,11333,1755.0,100,S,A,91295,6,106001
600519,20230320091501160,11343,1759.99,100,S,A,91296,6,106002
600519,20230320091501160,11525,1916.2,100,S,A,91297,6,106003
600519,20230320091501230,12555,1900.0,100,S,A,91298,6,106004
600519,20230320091501230,13469,1916.0,100,S,A,91299,6,106005
600519,20230320091501290,13790,1855.0,100,S,A,91300,6,106006
600519,20230320091501290,13994,1721.21,100,B,A,91301,6,106007
600519,20230320091501290,13995,1681.21,100,B,A,91302,6,106008
600519,20230320091501290,13996,1641.21,100,B,A,91303,6,106009
600519,20230320091501290,13997,1605.21,100,B,A,91304,6,106010
600519,20230320091501290,14113,1731.0,100,B,A,91305,6,106011
600519,20230320091501290,14117,1721.0,100,B,A,91306,6,106012
600519,20230320091501290,14129,1711.0,100,B,A,91307,6,106013
600519,20230320091501290,14219,1700.0,100,B,A,91308,6,106014
600519,20230320091501290,14327,1611.21,100,B,A,91309,6,106015
600519,20230320091501290,14329,1661.21,100,B,A,91310,6,106016
600519,20230320091501290,14799,1772.0,100,S,A,91311,6,106017
600519,20230320091501410,15546,1762.98,300,S,A,91312,6,106018
600519,20230320091501410,15547,1766.98,300,S,A,91313,6,106019
600519,20230320091501410,15702,1848.0,100,S,A,91314,6,106020
600519,20230320091501450,15825,1767.5,50,S,A,91315,6,106021
600519,20230320091501450,16477,1700.0,100,B,A,91316,6,106022
600519,20230320091501450,16921,1800.0,100,S,A,91317,6,106023
600519,20230320091501450,16926,1850.0,100,S,A,91318,6,106024
600519,20230320091501450,17659,1765.0,100,S,A,91319,6,106025
600519,20230320091501580,18667,1770.0,300,S,A,91320,6,106026
600519,20230320091501580,19632,1716.0,100,B,A,91321,6,106027
600519,20230320091501710,20062,1742.0,100,B,A,91322,6,106028
600519,20230320091501710,20312,1825.0,100,S,A,91323,6,106029
600519,20230320091501710,20446,1702.8,100,B,A,91324,6,106030
600519,20230320091501710,20984,1785.0,100,S,A,91325,6,106031
600519,20230320091501710,21008,1759.0,100,S,A,91326,6,106032
600519,20230320091501710,21246,1688.0,100,B,A,91327,6,106033
600519,20230320091501710,21295,1742.0,100,B,A,91328,6,106034
600519,20230320091501820,21829,1701.0,100,B,A,91329,6,106035
600519,20230320091501820,22187,1640.01,600,B,A,91330,6,106036
600519,20230320091501820,22606,1765.0,100,S,A,91331,6,106037
600519,20230320091501820,23185,1800.0,100,S,A,91332,6,106038
600519,20230320091501940,23760,1780.0,400,S,A,91333,6,106039
600519,20230320091501940,23795,1779.66,100,S,A,91334,6,106040
600519,20230320091501940,24343,1743.0,100,B,A,91335,6,106041
600519,20230320091501940,24703,1778.0,100,S,A,91336,6,106042
600519,20230320091501940,25088,1758.98,100,S,A,91337,6,106043
600519,20230320091501940,25255,1860.0,100,S,A,91338,6,106044
600519,20230320091502070,25904,1776.84,100,S,A,91339,6,106045
600519,20230320091502070,25907,1794.26,100,S,A,91340,6,106046
600519,20230320091502070,26065,1768.0,100,S,A,91341,6,106047
600519,20230320091502160,27360,1770.0,100,S,A,91342,6,106048
600519,20230320091502160,27586,1700.01,100,B,A,91343,6,106049
600519,20230320091502160,27598,1775.0,100,S,A,91344,6,106050
600519,20230320091502160,27667,1755.0,100,S,A,91345,6,106051
600519,20230320091502160,27784,1899.0,100,S,A,91346,6,106052
600519,20230320091502160,27873,1899.0,100,S,A,91347,6,106053
600519,20230320091502160,28596,1741.8,200,B,A,91348,6,106054
600519,20230320091502160,28711,1736.0,100,B,A,91349,6,106055
600519,20230320091502270,28809,1818.18,100,S,A,91350,6,106056
600519,20230320091502270,29377,1775.0,100,S,A,91351,6,106057
600519,20230320091502270,29652,1916.0,100,S,A,91352,6,106058
600519,20230320091502270,29777,1762.0,200,S,A,91353,6,106059
600519,20230320091502270,29918,1794.47,100,S,A,91354,6,106060
600519,20230320091502270,30088,1666.67,100,B,A,91355,6,106061
600519,20230320091502270,30476,1780.0,100,S,A,91356,6,106062
600519,20230320091502400,31421,1770.0,100,S,A,91357,6,106063
600519,20230320091502400,31427,1775.0,100,S,A,91358,6,106064
600519,20230320091502400,31653,1770.0,100,S,A,91359,6,106065
600519,20230320091502400,31715,1742.0,300,B,A,91360,6,106066
600519,20230320091502400,31927,1916.0,100,S,A,91361,6,106067
600519,20230320091502400,32240,1730.0,100,B,A,91362,6,106068
600519,20230320091502400,32254,1775.0,100,S,A,91363,6,106069
600519,20230320091502400,32256,1785.0,100,S,A,91364,6,106070
600519,20230320091502400,32326,1743.0,100,B,A,91365,6,106071
600519,20230320091502400,32612,1778.0,100,S,A,91366,6,106072
600519,20230320091502570,33329,1859.99,100,S,A,91367,6,106073
600519,20230320091502570,33632,1778.5,100,S,A,91368,6,106074
600519,20230320091502570,33821,1775.0,100,S,A,91369,6,106075
600519,20230320091502570,33826,1785.0,100,S,A,91370,6,106076
600519,20230320091502570,34345,1785.0,100,S,A,91371,6,106077
600519,20230320091502570,34375,1685.0,100,B,A,91372,6,106078
600519,20230320091502700,35003,1742.0,100,B,A,91373,6,106079
600519,20230320091502700,35285,1800.0,200,S,A,91374,6,106080
600519,20230320091502700,35547,1668.0,100,B,A,91375,6,106081
600519,20230320091502700,35557,1730.0,100,B,A,91376,6,106082
600519,20230320091502700,35558,1720.0,100,B,A,91377,6,106083
600519,20230320091502700,35559,1710.0,100,B,A,91378,6,106084
600519,20230320091502700,35568,1773.0,100,S,A,91379,6,106085
600519,20230320091502700,35569,1793.0,100,S,A,91380,6,106086
600519,20230320091502700,35570,1813.0,100,S,A,91381,6,106087
600519,20230320091502700,35571,1833.0,100,S,A,91382,6,106088
600519,20230320091502700,35572,1843.0,100,S,A,91383,6,106089
600519,20230320091502700,35780,1768.74,100,S,A,91384,6,106090
600519,20230320091502700,35886,1680.0,100,B,A,91385,6,106091
600519,20230320091502700,35914,1763.87,100,S,A,91386,6,106092
600519,20230320091502700,36107,1859.99,100,S,A,91387,6,106093
600519,20230320091502700,36247,1762.02,100,S,A,91388,6,106094
600519,20230320091502840,37050,1908.0,100,S,A,91389,6,106095
600519,20230320091502840,37211,1700.0,100,B,A,91390,6,106096
600519,20230320091502840,37212,1799.0,100,S,A,91391,6,106097
600519,20230320091502960,38700,1830.0,100,S,A,91392,6,106098
600519,20230320091502960,38949,1758.88,100,S,A,91393,6,106099
600519,20230320091502960,38950,1730.88,100,B,A,91394,6,106100
600519,20230320091502960,38954,1718.88,100,B,A,91395,6,106101
600519,20230320091502960,39196,1768.0,100,S,A,91396,6,106102
600519,20230320091502960,39197,1778.0,100,S,A,91397,6,106103
600519,20230320091502960,39302,1842.01,100,S,A,91398,6,106104
600519,20230320091502960,39545,1880.0,100,S,A,91399,6,106105
600519,20230320091502960,39698,1720.0,100,B,A,91400,6,106106
600519,20230320091502960,39709,1686.16,100,B,A,91401,6,106107
600519,20230320091502960,39718,1575.15,100,B,A,91402,6,106108
600519,20230320091502960,39860,1691.0,100,B,A,91403,6,106109
600519,20230320091502960,39932,1795.0,100,S,A,91404,6,106110
600519,20230320091502960,40290,1740.0,100,B,A,91405,6,106111
600519,20230320091502960,40498,1777.77,100,S,A,91406,6,106112
600519,20230320091502960,40499,1811.11,100,S,A,91407,6,106113
600519,20230320091503110,40691,1700.03,100,B,A,91408,6,106114
600519,20230320091503110,40763,1700.0,100,B,A,91409,6,106115
600519,20230320091503110,40796,1728.0,100,B,A,91410,6,106116
600519,20230320091503110,41018,1702.0,100,B,A,91411,6,106117
600519,20230320091503110,41223,1825.55,100,S,A,91412,6,106118
600519,20230320091503110,41351,1859.99,100,S,A,91413,6,106119
600519,20230320091503110,41399,1849.99,100,S,A,91414,6,106120
600519,20230320091503110,41473,1768.0,300,S,A,91415,6,106121
600519,20230320091503240,42877,1824.98,100,S,A,91416,6,106122
600519,20230320091503240,42945,1788.0,200,S,A,91417,6,106123
600519,20230320091503240,43188,1780.0,100,S,A,91418,6,106124
600519,20230320091503240,43576,1703.0,200,B,A,91419,6,106125
600519,20230320091503240,43577,1684.0,300,B,A,91420,6,106126
600519,20230320091503240,43765,1833.0,100,S,A,91421,6,106127
600519,20230320091503240,43766,1916.2,100,S,A,91422,6,106128
600519,20230320091503240,44046,1733.0,100,B,A,91423,6,106129
600519,20230320091503240,44256,1859.99,100,S,A,91424,6,106130
600519,20230320091503240,44377,1797.11,100,S,A,91425,6,106131
600519,20230320091503360,45060,1858.88,100,S,A,91426,6,106132
600519,20230320091503360,45062,1700.01,100,B,A,91427,6,106133
600519,20230320091503360,45156,1770.0,100,S,A,91428,6,106134
600519,20230320091503360,45856,1859.99,100,S,A,91429,6,106135
600519,20230320091503360,46169,1734.0,100,B,A,91430,6,106136
600519,20230320091503360,46486,1576.79,100,B,A,91431,6,106137
600519,20230320091503500,46875,1833.0,100,S,A,91432,6,106138
600519,20230320091503500,47311,1785.0,100,S,A,91433,6,106139
600519,20230320091503500,47328,1795.0,100,S,A,91434,6,106140
600519,20230320091503500,47609,1807.0,100,S,A,91435,6,106141
600519,20230320091503500,47654,1720.0,100,B,A,91436,6,106142
600519,20230320091503500,47861,1775.0,100,S,A,91437,6,106143
600519,20230320091503500,48067,1699.98,100,S,A,91438,6,106144
600519,20230320091503500,48413,1735.0,100,B,A,91439,6,106145
600519,20230320091503630,48685,1800.0,100,S,A,91440,6,106146
600519,20230320091503630,48973,1740.36,100,B,A,91441,6,106147
600519,20230320091503630,49301,1912.0,200,S,A,91442,6,106148
600519,20230320091503630,49302,1902.0,200,S,A,91443,6,106149
600519,20230320091503630,49303,1892.0,200,S,A,91444,6,106150
600519,20230320091503630,49304,1882.0,100,S,A,91445,6,106151
600519,20230320091503630,49388,1872.0,100,S,A,91446,6,106152
600519,20230320091503630,49389,1862.0,100,S,A,91447,6,106153
600519,20230320091503630,49390,1852.0,100,S,A,91448,6,106154
600519,20230320091503630,49392,1832.0,100,S,A,91449,6,106155
600519,20230320091503630,49663,1700.0,500,B,A,91450,6,106156
600519,20230320091503760,50806,1908.0,100,S,A,91451,6,106157
600519,20230320091503760,51578,1780.0,100,S,A,91452,6,106158
600519,20230320091503760,51581,1790.0,100,S,A,91453,6,106159
600519,20230320091503760,51826,1800.0,100,S,A,91454,6,106160
600519,20230320091503760,51941,1810.0,100,S,A,91455,6,106161
600519,20230320091503760,52248,1800.0,100,S,A,91456,6,106162
600519,20230320091503890,53004,1773.0,200,S,A,91457,6,106163
600519,20230320091503890,54072,1797.0,2000,S,A,91458,6,106164
600519,20230320091504020,55120,1770.0,100,S,A,91459,6,106165
600519,20230320091504160,56364,1815.14,100,S,A,91460,6,106166
600519,20230320091504290,58319,1772.0,100,S,A,91461,6,106167
600519,20230320091504290,58385,1778.0,100,S,A,91462,6,106168
600519,20230320091504290,58409,1721.0,100,B,A,91463,6,106169
600519,20230320091504290,59211,1780.0,100,S,A,91464,6,106170
600519,20230320091504290,59228,1790.0,100,S,A,91465,6,106171
600519,20230320091504290,59417,1610.0,100,B,A,91466,6,106172
600519,20230320091504290,59731,1725.0,100,B,A,91467,6,106173
600519,20230320091504290,59732,1700.0,100,B,A,91468,6,106174
600519,20230320091504290,59739,1730.0,100,B,A,91469,6,106175
600519,20230320091504290,59903,1744.0,100,B,A,91470,6,106176
600519,20230320091504290,60159,1758.0,100,S,A,91471,6,106177
600519,20230320091504440,60370,1705.0,100,B,A,91472,6,106178
600519,20230320091504440,60594,1789.81,100,S,A,91473,6,106179
600519,20230320091504440,61289,1785.0,100,S,A,91474,6,106180
600519,20230320091504440,61386,1771.94,100,S,A,91475,6,106181
600519,20230320091504440,61387,1773.94,100,S,A,91476,6,106182
600519,20230320091504440,61391,1849.99,200,S,A,91477,6,106183
600519,20230320091504440,61649,1715.0,100,B,A,91478,6,106184
600519,20230320091504440,61705,1900.0,100,S,A,91479,6,106185
600519,20230320091504440,61862,1760.0,100,S,A,91480,6,106186
600519,20230320091504440,61864,1765.0,100,S,A,91481,6,106187
600519,20230320091504440,61865,1770.0,100,S,A,91482,6,106188
600519,20230320091504440,61866,1810.0,500,S,A,91483,6,106189
600519,20230320091504440,61891,1737.21,100,S,A,91484,6,106190
600519,20230320091504440,61892,1737.21,100,S,A,91485,6,106191
600519,20230320091504440,62053,1790.0,200,S,A,91486,6,106192
600519,20230320091504440,62055,1765.0,100,S,A,91487,6,106193
600519,20230320091504580,62816,1916.0,100,S,A,91488,6,106194
600519,20230320091504580,62818,1567.8,1000,B,A,91489,6,106195
600519,20230320091504580,62822,1667.0,100,B,A,91490,6,106196
600519,20230320091504580,62824,1677.0,100,B,A,91491,6,106197
600519,20230320091504580,62825,1687.0,100,B,A,91492,6,106198
600519,20230320091504580,62829,1697.0,100,B,A,91493,6,106199
600519,20230320091504580,62830,1707.0,100,B,A,91494,6,106200
600519,20230320091504580,62831,1717.0,100,B,A,91495,6,106201
600519,20230320091504580,62847,1727.0,100,B,A,91496,6,106202
600519,20230320091504580,62900,1916.0,100,S,A,91497,6,106203
600519,20230320091504580,62901,1567.8,1000,B,A,91498,6,106204
600519,20230320091504580,62902,1577.0,100,B,A,91499,6,106205
600519,20230320091504580,62906,1587.0,100,B,A,91500,6,106206
600519,20230320091504580,62907,1597.0,100,B,A,91501,6,106207
600519,20230320091504580,62909,1607.0,100,B,A,91502,6,106208
600519,20230320091504580,62910,1617.0,100,B,A,91503,6,106209
600519,20230320091504580,62911,1627.0,100,B,A,91504,6,106210
600519,20230320091504580,62912,1637.0,100,B,A,91505,6,106211
600519,20230320091504580,62914,1647.0,100,B,A,91506,6,106212
600519,20230320091504580,62915,1687.0,100,B,A,91507,6,106213
600519,20230320091504580,62916,1697.0,100,B,A,91508,6,106214
600519,20230320091504580,62918,1700.0,100,B,A,91509,6,106215
600519,20230320091504580,62919,1720.0,100,B,A,91510,6,106216
600519,20230320091504580,62920,1728.0,100,B,A,91511,6,106217
600519,20230320091504580,63032,1780.0,100,S,A,91512,6,106218
600519,20230320091504580,63981,1789.0,100,S,A,91513,6,106219
600519,20230320091504580,64004,1769.0,100,S,A,91514,6,106220
600519,20230320091504580,64052,1767.9,200,S,A,91515,6,106221
600519,20230320091504710,64290,1762.0,100,S,A,91516,6,106222
600519,20230320091504710,64291,1778.0,100,S,A,91517,6,106223
600519,20230320091504710,64684,1600.0,100,B,A,91518,6,106224
600519,20230320091504710,65019,1760.0,100,S,A,91519,6,106225
600519,20230320091504710,65083,1726.0,100,B,A,91520,6,106226
600519,20230320091504710,65177,1805.0,100,S,A,91521,6,106227
600519,20230320091504710,65404,1777.0,100,S,A,91522,6,106228
600519,20230320091504710,65519,1756.69,100,S,A,91523,6,106229
600519,20230320091504710,65520,1726.69,100,B,A,91524,6,106230
600519,20230320091504710,65624,1780.0,200,S,A,91525,6,106231
600519,20230320091504710,65639,1700.0,100,B,A,91526,6,106232
600519,20230320091504710,65825,1698.0,100,B,A,91527,6,106233
600519,20230320091504710,65930,1722.22,100,B,A,91528,6,106234
600519,20230320091504710,65931,1702.22,200,B,A,91529,6,106235
600519,20230320091504710,65951,1798.88,200,S,A,91530,6,106236
600519,20230320091504840,66112,1777.0,100,S,A,91531,6,106237
600519,20230320091504840,66181,1770.0,100,S,A,91532,6,106238
600519,20230320091504840,66315,1800.0,100,S,A,91533,6,106239
600519,20230320091504840,66509,1838.88,100,S,A,91534,6,106240
600519,20230320091504840,66572,1828.98,100,S,A,91535,6,106241
600519,20230320091504840,67346,1780.0,100,S,A,91536,6,106242
600519,20230320091504840,67648,1842.0,100,S,A,91537,6,106243
600519,20230320091504840,67672,1768.85,100,S,A,91538,6,106244
600519,20230320091504840,67929,1800.0,300,S,A,91539,6,106245
600519,20230320091504980,68126,1842.0,100,S,A,91540,6,106246
600519,20230320091504980,68298,1908.0,100,S,A,91541,6,106247
600519,20230320091504980,68299,1900.0,100,S,A,91542,6,106248
600519,20230320091504980,68870,1797.0,100,S,A,91543,6,106249
600519,20230320091504980,68875,1711.0,100,B,A,91544,6,106250
600519,20230320091504980,69106,1808.88,100,S,A,91545,6,106251
600519,20230320091504980,69158,1775.88,100,S,A,91546,6,106252
600519,20230320091504980,69771,1765.0,100,S,A,91547,6,106253
600519,20230320091504980,69772,1780.0,100,S,A,91548,6,106254
600519,20230320091504980,69779,1769.87,100,S,A,91549,6,106255
600519,20230320091505120,70622,1819.0,100,S,A,91550,6,106256
600519,20230320091505120,71416,1770.0,100,S,A,91551,6,106257
600519,20230320091505260,71944,1842.0,200,S,A,91552,6,106258
600519,20230320091505260,71962,1720.0,100,B,A,91553,6,106259
600519,20230320091505260,72057,1772.36,100,S,A,91554,6,106260
600519,20230320091505260,72074,1781.0,200,S,A,91555,6,106261
600519,20230320091505260,72356,1766.81,100,S,A,91556,6,106262
600519,20230320091505260,72357,1772.0,100,S,A,91557,6,106263
600519,20230320091505260,72358,1775.0,100,S,A,91558,6,106264
600519,20230320091505260,72799,1772.0,12100,S,A,91559,6,106265
600519,20230320091505260,72878,1770.0,100,S,A,91560,6,106266
600519,20230320091505260,72993,1790.0,100,S,A,91561,6,106267
600519,20230320091505260,73035,1900.0,400,S,A,91562,6,106268
600519,20230320091505260,73185,1725.0,100,B,A,91563,6,106269
600519,20230320091505260,73763,1888.0,100,S,A,91564,6,106270
600519,20230320091505260,73800,1742.0,100,B,A,91565,6,106271
600519,20230320091505400,74037,1699.0,100,B,A,91566,6,106272
600519,20230320091505400,74142,1772.0,200,S,A,91567,6,106273
600519,20230320091505400,74197,1839.0,100,S,A,91568,6,106274
600519,20230320091505400,74583,1769.0,100,S,A,91569,6,106275
600519,20230320091505400,74718,1764.0,100,S,A,91570,6,106276
600519,20230320091505400,74727,1774.0,100,S,A,91571,6,106277
600519,20230320091505400,74747,1784.0,100,S,A,91572,6,106278
600519,20230320091505400,74755,1794.0,100,S,A,91573,6,106279
600519,20230320091505400,74770,1804.0,100,S,A,91574,6,106280
600519,20230320091505400,74778,1814.0,100,S,A,91575,6,106281
600519,20230320091505400,74814,1824.0,100,S,A,91576,6,106282
600519,20230320091505400,74815,1834.0,100,S,A,91577,6,106283
600519,20230320091505400,74818,1844.0,100,S,A,91578,6,106284
600519,20230320091505400,74845,1735.55,100,B,A,91579,6,106285
600519,20230320091505400,74855,1725.55,100,B,A,91580,6,106286
600519,20230320091505400,74868,1715.55,100,B,A,91581,6,106287
600519,20230320091505400,75190,1780.0,1000,S,A,91582,6,106288
600519,20230320091505400,75344,1768.0,100,S,A,91583,6,106289
600519,20230320091505400,75575,1790.0,100,S,A,91584,6,106290
600519,20230320091505400,75580,1780.0,100,S,A,91585,6,106291
600519,20230320091505550,76454,1808.0,100,S,A,91586,6,106292
600519,20230320091505550,76455,1798.0,100,S,A,91587,6,106293
600519,20230320091505550,76595,1916.0,100,S,A,91588,6,106294
600519,20230320091505550,76747,1770.0,100,S,A,91589,6,106295
600519,20230320091505550,77085,1629.0,100,B,A,91590,6,106296
600519,20230320091505550,77113,1799.99,100,S,A,91591,6,106297
600519,20230320091505550,77218,1799.89,300,S,A,91592,6,106298
600519,20230320091505550,77246,1790.03,100,S,A,91593,6,106299
600519,20230320091505550,77493,1758.0,100,S,A,91594,6,106300
600519,20230320091505550,77664,1701.99,300,B,A,91595,6,106301
600519,20230320091505550,77666,1899.99,300,S,A,91596,6,106302
600519,20230320091505550,77716,1716.0,100,B,A,91597,6,106303
600519,20230320091505690,77987,1849.99,300,S,A,91598,6,106304
600519,20230320091505690,78033,1782.0,100,S,A,91599,6,106305
600519,20230320091505690,78173,1888.88,100,S,A,91600,6,106306
600519,20230320091505690,78426,1828.0,100,S,A,91601,6,106307
600519,20230320091505690,78431,1878.0,100,S,A,91602,6,106308
600519,20230320091505690,79321,1808.0,100,S,A,91603,6,106309
600519,20230320091505690,79526,1852.5,100,S,A,91604,6,106310
600519,20230320091505690,79603,1705.19,100,B,A,91605,6,106311
600519,20230320091505830,80005,1736.0,100,B,A,91606,6,106312
600519,20230320091505830,80083,1728.0,200,B,A,91607,6,106313
600519,20230320091505830,80389,1776.0,100,S,A,91608,6,106314
600519,20230320091505840,80637,1717.0,200,B,A,91609,6,106315
600519,20230320091505840,80645,1678.0,200,B,A,91610,6,106316
600519,20230320091505840,80661,1628.0,200,B,A,91611,6,106317
600519,20230320091505840,80753,1816.0,200,S,A,91612,6,106318
600519,20230320091505840,81177,1744.0,100,B,A,91613,6,106319
600519,20230320091505840,81309,1702.0,200,B,A,91614,6,106320
600519,20230320091505840,81325,1737.0,100,B,A,91615,6,106321
600519,20230320091505840,81483,1700.0,100,B,A,91616,6,106322
600519,20230320091505840,81530,1769.0,100,S,A,91617,6,106323
600519,20230320091505980,81857,1759.98,100,S,A,91618,6,106324
600519,20230320091506020,81984,1789.99,100,S,A,91619,6,106325
600519,20230320091506020,81985,1832.79,300,S,A,91620,6,106326
600519,20230320091506020,82357,1793.0,100,S,A,91621,6,106327
600519,20230320091506020,82477,1728.0,100,B,A,91622,6,106328
600519,20230320091506020,82506,1680.0,500,B,A,91623,6,106329
600519,20230320091506020,82828,1754.32,100,S,A,91624,6,106330
600519,20230320091506020,82926,1789.63,100,S,A,91625,6,106331
600519,20230320091506020,82968,1853.0,100,S,A,91626,6,106332
600519,20230320091506180,83947,1760.0,500,S,A,91627,6,106333
600519,20230320091506180,84294,1749.8,100,S,A,91628,6,106334
600519,20230320091506180,84300,1711.11,200,B,A,91629,6,106335
600519,20230320091506180,84325,1742.0,100,B,A,91630,6,106336
600519,20230320091506180,84775,1810.0,100,S,A,91631,6,106337
600519,20230320091506180,84828,1798.0,100,S,A,91632,6,106338
600519,20230320091506180,85063,1712.0,100,B,A,91633,6,106339
600519,20230320091506180,85144,1704.0,100,B,A,91634,6,106340
600519,20230320091506180,85503,1700.01,100,B,A,91635,6,106341
600519,20230320091506320,86072,1769.98,100,S,A,91636,6,106342
600519,20230320091506320,86222,1799.0,100,S,A,91637,6,106343
600519,20230320091506320,86305,1718.0,100,B,A,91638,6,106344
600519,20230320091506320,86328,1588.0,100,B,A,91639,6,106345
600519,20230320091506320,86354,1800.0,100,S,A,91640,6,106346
600519,20230320091506320,86570,1680.0,100,B,A,91641,6,106347
600519,20230320091506320,86607,1744.0,400,B,A,91642,6,106348
600519,20230320091506320,86807,1780.0,100,S,A,91643,6,106349
600519,20230320091506320,86966,1780.0,200,S,A,91644,6,106350
600519,20230320091506320,87165,1742.0,600,B,A,91645,6,106351
600519,20230320091506320,87248,1725.0,100,B,A,91646,6,106352
600519,20230320091506320,87341,1715.0,100,B,A,91647,6,106353
600519,20230320091506320,87368,1700.0,100,S,A,91648,6,106354
600519,20230320091506320,87595,1705.0,100,B,A,91649,6,106355
600519,20230320091506320,87650,1700.0,100,B,A,91650,6,106356
600519,20230320091506320,87651,1768.0,100,S,A,91651,6,106357
600519,20230320091506320,87652,1777.0,200,S,A,91652,6,106358
600519,20230320091506320,87671,1728.0,100,B,A,91653,6,106359
600519,20230320091506470,87828,1700.0,100,S,A,91654,6,106360
600519,20230320091506470,87845,1770.0,100,S,A,91655,6,106361
600519,20230320091506470,87828,1700.0,100,S,D,91656,6,106362
600519,20230320091506470,88207,1916.0,100,S,A,91657,6,106363
600519,20230320091506470,88309,1701.0,100,B,A,91658,6,106364
600519,20230320091506470,88310,1825.0,100,S,A,91659,6,106365
600519,20230320091506470,88387,1770.0,200,S,A,91660,6,106366
600519,20230320091506470,88518,1636.07,100,B,A,91661,6,106367
600519,20230320091506470,88519,1583.13,100,B,A,91662,6,106368
600519,20230320091506470,88596,1916.2,200,S,A,91663,6,106369
600519,20230320091506470,88695,1775.0,100,S,A,91664,6,106370
600519,20230320091506470,89008,1780.0,100,S,A,91665,6,106371
600519,20230320091506640,90366,1757.0,100,S,A,91666,6,106372
600519,20230320091506640,90405,1916.2,100,S,A,91667,6,106373
600519,20230320091506640,90465,1880.0,100,S,A,91668,6,106374
600519,20230320091506640,90849,1830.0,100,S,A,91669,6,106375
600519,20230320091506640,90853,1700.05,100,B,A,91670,6,106376
600519,20230320091506640,90910,1762.0,100,S,A,91671,6,106377
600519,20230320091506640,90917,1698.0,200,B,A,91672,6,106378
600519,20230320091506640,90963,1771.0,300,S,A,91673,6,106379
600519,20230320091506640,90966,1718.0,100,B,A,91674,6,106380
600519,20230320091506640,91349,1810.0,100,S,A,91675,6,106381
600519,20230320091506640,91520,1800.0,100,S,A,91676,6,106382
600519,20230320091506640,91544,1710.0,100,B,A,91677,6,106383
600519,20230320091506790,9820,1813.0,2800,S,D,91678,6,106384
